,,1999-00,,,2000-01,,,2001-02,,,2002-03,,,2003-04,,,2004-05,,,2005-06,,,2006-07,,,2007-08,,,2009-10,,,2010-11,,,2011-12,,,2012-13,,,2013-14,,,2014-15,,,2015-16,,,2016-17,,,2017-18,,
Code,Area,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?,Number of Individuals,Mean ?,Median ?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000001,City of London,"10,000","109,800","40,400","10,000 ","137,000 ","65,000 ","12,000","92,900","38,300","11,000","78,700","37,000","10,000","85,800","39,200","10,000","95,600","44,400","10,000","90,600","49,300","10,000","99,200","49,000","10,000","102,000","58,500",9,"137,000","61,900","8,000","127,000","61,300","8,000","117,000","51,600","9,000","131,000 ","58,300 ","9,000","151,000 ","65,300 ","9,000","144,000 ","61,100 ","10,000","142,000 ","60,000 ","12,000","157,000 ","57,300 ","11,000","148,000 ","60,000 "
E09000002,Barking and Dagenham,"62,000","16,200","15,100"," 71,000 "," 18,100 "," 15,600 ","56,000","18,600","16,200","67,000","19,100","17,000","67,000","18,800","17,400","77,000","19,400","16,600","83,000","20,600","17,900","77,000","20,600","17,600","78,000","21,300","18,600",76,"23,100","19,400","69,000","22,500","19,400","73,000","22,800","19,600","74,000","23,700 ","20,100 ","77,000","24,600 ","21,000 ","74,000","25,500 ","21,800 ","83,000","25,900 ","22,100 ","88,000","26,700 ","23,300 ","85,000","27,400 ","23,900 "
E09000003,Barnet,"161,000","26,800","18,700"," 156,000 "," 30,800 "," 19,400 ","159,000","30,400","18,700","150,000","32,300","19,700","150,000","33,900","20,000","155,000","32,800","19,900","161,000","35,600","21,200","173,000","36,700","20,400","173,000","38,700","22,000",167,"41,600","24,300","176,000","38,800","24,100","179,000","39,200","24,200","172,000","41,000 ","25,800 ","167,000","45,500 ","26,800 ","175,000","45,800 ","27,100 ","178,000","49,000 ","27,700 ","180,000","48,600 ","28,800 ","188,000","49,500 ","28,700 "
E09000004,Bexley,"105,000","20,500","17,200"," 116,000 "," 19,800 "," 17,300 ","112,000","22,000","18,300","114,000","21,500","17,800","113,000","21,900","17,700","124,000","22,300","17,700","121,000","24,000","19,400","123,000","24,600","19,600","123,000","26,700","19,800",117,"27,600","22,100","114,000","27,400","22,600","114,000","28,300","22,300","115,000","28,600 ","23,100 ","118,000","29,600 ","24,400 ","122,000","30,200 ","24,400 ","127,000","30,900 ","24,500 ","125,000","32,300 ","26,100 ","122,000","33,500 ","26,900 "
E09000005,Brent,"122,000","20,000","16,500"," 130,000 "," 22,200 "," 16,800 ","127,000","21,100","16,500","116,000","21,700","16,400","119,000","22,500","16,800","137,000","21,800","16,500","135,000","23,200","17,600","144,000","24,600","18,200","161,000","24,700","18,300",145,"26,100","19,600","146,000","26,700","19,700","149,000","27,400","20,200","144,000","28,300 ","20,600 ","150,000","29,700 ","21,300 ","147,000","31,200 ","22,700 ","154,000","32,600 ","23,200 ","155,000","34,100 ","24,100 ","155,000","35,400 ","24,700 "
E09000006,Bromley,"163,000","25,100","18,500","167,000 ","26,400 ","19,500 ","164,000","27,400","19,100","160,000","27,700","20,100","150,000","29,200","21,400","169,000","29,200","20,900","173,000","31,400","22,400","177,000","32,800","23,000","181,000","34,400","23,200",163,"36,500","24,900","161,000","35,900","25,800","168,000","36,400","25,100","169,000","37,200 ","26,900 ","173,000","39,000 ","27,200 ","168,000","40,400 ","28,100 ","171,000","43,500 ","29,800 ","172,000","44,000 ","30,400 ","174,000","45,500 ","32,000 "
E09000007,Camden,"85,000","39,000","20,500","107,000 ","40,000 ","19,700 ","101,000","42,800","19,800","96,000","43,000","21,700","90,000","45,700","21,300","97,000","50,200","23,200","97,000","56,200","24,200","101,000","60,200","25,900","107,000","69,800","26,900",103,"68,900","28,400","101,000","67,100","29,400","104,000","69,300","30,400","105,000","71,200 ","31,600 ","99,000","78,900 ","32,000 ","104,000","79,200 ","33,100 ","103,000","85,000 ","34,400 ","103,000","88,000 ","35,500 ","101,000","92,600 ","37,300 "
E09000008,Croydon,"152,000","21,500","16,700","162,000 ","22,100 ","17,300 ","153,000","23,500","18,300","166,000","23,400","18,000","165,000","23,300","19,000","175,000","24,300","18,600","173,000","25,800","19,600","171,000","27,200","20,700","179,000","28,100","20,900",166,"29,700","23,100","173,000","29,000","22,000","171,000","29,700","22,700","174,000","30,700 ","23,900 ","173,000","31,800 ","24,300 ","176,000","32,600 ","25,100 ","178,000","34,200 ","26,300 ","186,000","33,800 ","25,600 ","183,000","35,600 ","27,500 "
E09000009,Ealing,"130,000","22,800","16,400","149,000 ","23,800 ","17,000 ","141,000","25,200","17,500","141,000","25,400","18,900","135,000","26,100","19,400","154,000","26,500","19,100","165,000","26,900","19,000","159,000","28,700","19,900","169,000","30,000","20,200",156,"32,400","21,800","166,000","30,700","20,800","162,000","32,000","21,300","163,000","32,600 ","22,700 ","166,000","34,500 ","23,200 ","167,000","35,300 ","24,600 ","175,000","37,000 ","24,900 ","177,000","37,300 ","26,100 ","170,000","39,700 ","26,700 "
E09000010,Enfield,"124,000","21,500","16,100","123,000 ","20,800 ","15,900 ","128,000","23,100","17,500","121,000","24,100","18,100","119,000","24,200","18,200","132,000","23,900","17,000","132,000","25,800","18,900","139,000","27,100","19,500","145,000","28,100","19,900",134,"30,600","22,100","135,000","29,000","20,900","135,000","30,400","22,300","143,000","30,800 ","22,700 ","136,000","32,900 ","23,900 ","137,000","34,400 ","25,300 ","139,000","34,600 ","25,100 ","144,000","34,600 ","25,400 ","144,000","36,200 ","26,300 "
E09000011,Greenwich,"86,000","20,700","16,600","95,000 ","22,400 ","16,000 ","91,000","24,000","18,600","95,000","22,900","17,000","91,000","23,300","17,800","108,000","23,100","17,100","109,000","25,500","18,200","118,000","27,400","19,200","118,000","29,900","20,500",113,"32,800","21,400","111,000","30,000","21,300","117,000","31,000","21,800","115,000","31,500 ","22,600 ","110,000","34,200 ","23,500 ","119,000","34,800 ","24,600 ","121,000","37,300 ","25,600 ","132,000","37,500 ","26,000 ","124,000","40,200 ","27,600 "
E09000012,Hackney,"79,000","18,700","14,400","78,000 ","20,000 ","15,800 ","72,000","22,400","17,700","76,000","21,300","17,300","73,000","21,500","17,000","86,000","22,900","18,000","92,000","24,600","19,300","99,000","25,300","18,400","93,000","27,900","20,900",102,"29,800","22,200","99,000","29,500","22,300","101,000","31,200","23,300","101,000","32,700 ","24,300 ","100,000","36,300 ","26,000 ","106,000","37,100 ","26,000 ","109,000","40,200 ","27,800 ","109,000","40,600 ","28,000 ","112,000","43,100 ","29,400 "
E09000013,Hammersmith and Fulham,"72,000","34,900","19,900","87,000 ","35,400 ","19,300 ","83,000","37,500","21,000","86,000","35,800","20,800","83,000","36,200","19,600","95,000","38,300","20,800","87,000","43,100","23,000","92,000","46,200","22,800","103,000","48,600","23,600",93,"52,900","26,700","96,000","52,000","27,100","98,000","52,700","27,600","93,000","54,300 ","27,600 ","93,000","61,300 ","30,100 ","92,000","62,000 ","30,100 ","97,000","69,700 ","32,000 ","102,000","66,600 ","32,300 ","94,000","73,200 ","33,200 "
E09000014,Haringey,"124,000","20,600","15,000","116,000 ","24,500 ","16,600 ","90,000","28,000","19,100","95,000","26,000","17,100","102,000","26,100","18,800","104,000","27,900","18,300","117,000","29,500","18,800","114,000","32,500","19,000","124,000","31,900","19,800",118,"35,100","21,800","123,000","32,900","21,500","116,000","34,600","22,200","124,000","35,400 ","23,300 ","122,000","39,100 ","24,400 ","126,000","39,500 ","25,800 ","131,000","41,700 ","25,600 ","138,000","39,900 ","25,100 ","138,000","43,800 ","27,100 "
E09000015,Harrow,"96,000","23,300","16,600","99,000 ","25,700 ","19,300 ","100,000","26,500","19,300","106,000","26,900","19,400","103,000","26,300","19,600","114,000","26,800","19,600","116,000","29,200","20,700","119,000","30,800","21,400","120,000","32,400","22,100",119,"33,300","22,800","125,000","31,100","22,300","122,000","32,400","23,000","124,000","33,300 ","24,000 ","122,000","36,000 ","25,200 ","120,000","37,000 ","26,100 ","130,000","38,500 ","26,300 ","128,000","38,400 ","27,300 ","129,000","39,000 ","27,600 "
E09000016,Havering,"105,000","20,400","14,800","129,000 ","21,400 ","17,000 ","114,000","22,200","17,400","124,000","22,700","18,300","121,000","22,800","18,100","125,000","23,100","18,600","135,000","25,000","20,200","132,000","26,100","20,400","133,000","27,100","20,800",123,"29,700","22,000","123,000","29,000","22,500","125,000","30,400","22,700","128,000","30,600 ","23,500 ","122,000","31,300 ","24,700 ","124,000","32,100 ","24,900 ","128,000","33,600 ","26,000 ","128,000","33,900 ","26,100 ","130,000","35,700 ","27,900 "
E09000017,Hillingdon,"111,000","21,700","16,100","130,000 ","20,900 ","17,100 ","113,000","23,600","17,600","118,000","24,000","18,800","117,000","23,800","18,900","123,000","25,200","20,400","126,000","26,300","20,200","128,000","27,600","21,200","133,000","27,900","21,800",131,"29,300","23,000","134,000","28,400","21,900","139,000","30,000","23,500","136,000","30,100 ","23,200 ","139,000","31,300 ","23,600 ","139,000","32,300 ","25,300 ","145,000","33,900 ","25,900 ","145,000","34,300 ","26,200 ","142,000","35,900 ","27,100 "
E09000018,Hounslow,"106,000","20,900","15,200","121,000 ","22,400 ","16,600 ","101,000","23,800","16,500","105,000","24,500","18,600","104,000","24,800","18,900","118,000","25,500","18,400","117,000","26,900","18,800","124,000","27,800","19,100","129,000","29,000","20,400",124,"31,800","22,000","136,000","30,800","21,600","133,000","32,400","21,800","133,000","32,200 ","22,400 ","130,000","35,800 ","23,700 ","129,000","36,800 ","24,700 ","135,000","38,400 ","25,000 ","140,000","39,900 ","26,100 ","135,000","40,300 ","26,400 "
E09000019,Islington,"69,000","31,100","19,900","93,000 "," 30,000 "," 17,600 ","82,000","33,500","18,700","86,000","36,300","19,100","80,000","36,800","21,500","92,000","35,400","20,800","92,000","39,000","22,800","96,000","41,400","23,100","105,000","43,300","24,400",98,"48,400","27,100","101,000","47,600","26,100","105,000","47,200","28,100","105,000","48,400 ","28,500 ","104,000","51,900 ","28,700 ","102,000","56,800 ","31,000 ","109,000","58,900 ","31,100 ","114,000","59,500 ","32,900 ","106,000","62,100 ","33,400 "
E09000020,Kensington and Chelsea,"73,000","58,200","18,200","74,000 "," 86,500 "," 25,200 ","75,000","78,900","25,900","68,000","72,900","25,400","64,000","84,900","24,000","74,000","86,600","22,400","74,000","109,000","27,300","73,000","122,000","27,500","74,000","151,000","31,900",70,"161,000","34,100","72,000","128,000","31,700","70,000","137,000","37,200","70,000","131,000 ","37,800 ","71,000","156,000 ","37,600 ","71,000","158,000 ","38,700 ","74,000","178,000 ","37,500 ","72,000","171,000 ","39,500 ","68,000","177,000 ","40,400 "
E09000021,Kingston-upon-Thames,"71,000","28,400","20,900","77,000 ","26,400 ","18,800 ","77,000","28,400","19,500","79,000","27,900","20,700","78,000","28,300","20,100","82,000","30,500","20,400","86,000","33,400","22,400","85,000","34,300","22,900","82,000","38,200","25,200",78,"39,200","25,600","88,000","35,500","24,800","82,000","38,700","26,000","83,000","39,900 ","26,500 ","84,000","41,900 ","26,100 ","79,000","43,600 ","29,100 ","80,000","45,800 ","30,300 ","86,000","44,500 ","30,200 ","79,000","48,700 ","32,400 "
E09000022,Lambeth,"131,000","20,700","15,400","126,000 "," 21,900 "," 15,300 ","119,000","25,600","18,200","119,000","25,900","18,800","119,000","26,600","20,000","137,000","26,800","19,900","134,000","28,700","20,700","145,000","30,900","21,600","147,000","33,300","22,200",149,"35,400","24,000","153,000","34,200","24,000","148,000","35,700","24,600","148,000","37,600 ","26,000 ","151,000","40,600 ","26,800 ","161,000","41,100 ","27,300 ","161,000","43,700 ","28,400 ","165,000","43,900 ","29,200 ","162,000","45,600 ","29,900 "
E09000023,Lewisham,"106,000","18,200","14,900","129,000 "," 19,400 "," 15,300 ","113,000","21,600","18,000","113,000","21,400","17,300","114,000","21,500","17,000","130,000","23,100","18,100","124,000","25,200","20,000","124,000","25,800","20,900","137,000","27,100","21,000",117,"28,700","22,300","121,000","29,300","23,200","126,000","29,800","22,900","121,000","30,400 ","23,000 ","126,000","31,500 ","24,000 ","135,000","32,400 ","24,900 ","131,000","34,500 ","25,800 ","138,000","35,900 ","26,700 ","140,000","36,800 ","27,300 "
E09000024,Merton,"92,000","27,900","19,100","109,000 ","27,900 ","18,400 ","96,000","28,900","18,500","94,000","31,600","21,200","86,000","31,300","19,700","105,000","31,600","19,400","103,000","34,800","20,500","104,000","37,200","21,600","113,000","39,400","22,300",106,"44,000","24,100","105,000","43,100","24,700","106,000","43,700","25,200","105,000","44,400 ","25,800 ","105,000","48,700 ","27,800 ","106,000","46,900 ","27,600 ","108,000","50,800 ","28,500 ","111,000","53,200 ","29,500 ","111,000","54,600 ","30,200 "
E09000025,Newham,"80,000","15,800","13,300","95,000 "," 17,000 "," 14,700 ","88,000","17,700","15,300","96,000","17,300","15,000","96,000","17,400","14,500","112,000","18,500","15,100","109,000","19,200","15,200","115,000","19,600","15,800","122,000","21,000","16,500",118,"21,900","17,600","123,000","21,700","17,400","127,000","22,000","17,600","130,000","23,100 ","18,500 ","124,000","24,800 ","20,100 ","130,000","25,400 ","20,200 ","136,000","27,300 ","22,100 ","134,000","28,200 ","22,500 ","141,000","30,000 ","24,100 "
E09000026,Redbridge,"96,000","21,700","17,100","98,000 ","21,700 ","16,900 ","118,000","23,800","17,200","111,000","24,000","18,700","111,000","24,100","19,000","120,000","24,500","17,800","122,000","26,500","20,000","126,000","28,300","20,700","128,000","29,100","21,600",124,"30,200","22,300","128,000","29,400","22,200","127,000","30,900","22,900","128,000","31,800 ","23,800 ","130,000","33,100 ","25,100 ","131,000","33,900 ","25,700 ","140,000","35,300 ","26,400 ","137,000","35,500 ","27,400 ","136,000","37,100 ","28,000 "
E09000027,Richmond-upon-Thames,"86,000","37,300","20,900","113,000 ","36,700 ","21,100 ","94,000","41,500","23,400","93,000","39,500","23,100","84,000","42,700","25,600","102,000","41,800","24,500","102,000","47,500","25,800","99,000","52,500","27,300","104,000","56,900","29,100",101,"58,900","30,800","101,000","56,300","30,600","104,000","57,400","31,500","102,000","58,800 ","33,400 ","107,000","64,000 ","33,700 ","104,000","64,600 ","35,800 ","104,000","67,300 ","35,500 ","103,000","67,000 ","36,600 ","108,000","69,000 ","36,100 "
E09000028,Southwark,"114,000","20,400","14,600","120,000 "," 22,500 "," 15,400 ","97,000","25,900","16,900","111,000","24,600","17,900","115,000","25,400","18,200","124,000","26,300","17,800","133,000","29,500","20,000","136,000","31,800","20,400","136,000","36,000","21,900",127,"36,800","23,300","136,000","35,400","23,800","138,000","36,500","24,300","135,000","37,500 ","25,000 ","136,000","40,500 ","26,200 ","140,000","41,600 ","27,700 ","144,000","44,200 ","27,100 ","148,000","45,400 ","29,400 ","146,000","48,600 ","29,400 "
E09000029,Sutton,"93,000","21,000","16,400","82,000 ","21,900 ","17,000 ","98,000","23,100","17,600","93,000","23,700","17,800","90,000","24,600","18,400","95,000","25,600","18,900","101,000","26,300","20,200","99,000","28,400","21,400","100,000","30,000","22,500",98,"30,000","23,200","103,000","29,100","22,300","99,000","31,400","25,300","97,000","32,400 ","25,000 ","103,000","32,800 ","25,100 ","102,000","33,600 ","25,900 ","102,000","35,400 ","27,400 ","103,000","35,500 ","27,300 ","103,000","36,900 ","28,200 "
E09000030,Tower Hamlets,"59,000","22,900","14,200","81,000 "," 25,000 "," 16,500 ","76,000","29,900","19,100","76,000","28,500","19,300","69,000","28,300","18,300","90,000","29,600","19,200","89,000","31,500","19,800","103,000","33,500","19,400","103,000","37,400","21,200",110,"38,300","24,500","107,000","37,400","24,000","112,000","38,200","24,700","115,000","39,000 ","25,800 ","119,000","40,800 ","27,000 ","121,000","41,800 ","26,600 ","122,000","45,000 ","28,900 ","130,000","46,600 ","30,500 ","136,000","46,600 ","30,200 "
E09000031,Waltham Forest,"91,000","18,500","15,000","114,000 ","19,600 ","15,100 ","99,000","20,300","16,600","102,000","20,100","17,200","94,000","20,100","16,800","111,000","20,800","16,600","114,000","22,000","17,700","115,000","23,100","17,900","121,000","23,200","18,200",119,"24,800","20,600","129,000","24,400","19,700","123,000","25,300","20,300","121,000","26,200 ","21,400 ","124,000","27,000 ","21,900 ","128,000","28,200 ","22,700 ","135,000","29,400 ","23,900 ","135,000","30,300 ","24,500 ","138,000","31,900 ","25,500 "
E09000032,Wandsworth,"144,000","29,300","18,100"," 144,000 "," 36,300 "," 21,000 ","143,000","36,000","21,700","143,000","35,700","22,000","134,000","37,800","22,600","154,000","38,200","22,000","155,000","44,100","24,500","162,000","45,400","25,300","167,000","49,500","26,100",157,"52,800","29,200","159,000","50,700","29,000","161,000","53,400","29,400","155,000","54,700 ","31,000 ","164,000","59,900 ","31,900 ","168,000","59,200 ","32,900 ","171,000","63,600 ","34,200 ","169,000","64,900 ","35,000 ","171,000","67,900 ","34,500 "
E09000033,Westminster,"96,000","46,400","17,300"," 113,000 "," 49,100 "," 23,000 ","95,000","55,600","21,900","88,000","56,600","22,800","85,000","57,500","23,500","105,000","56,500","23,100","105,000","68,100","27,100","108,000","73,600","27,000","111,000","82,600","29,200",103,"93,500","31,900","107,000","83,400","31,400","104,000","88,200","32,400","99,000","92,200 ","35,200 ","100,000","107,000 ","36,400 ","102,000","104,000 ","35,100 ","105,000","109,000 ","37,800 ","106,000","107,000 ","36,100 ","98,000","124,000 ","39,700 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,"1,090,000","16,300","12,900","1,160,000","16,600","13,200","1,180,000","17,500","14,200","1,190,000","17,900","14,400","1,170,000","18,500","14,800","1,260,000","19,100","15,000","1,250,000","20,200","15,500","1,330,000","21,000","16,300","1,320,000","22,100","17,100","1,190","23,900","18,400","1,190,000","22,900","18,000","1,170,000","24,300","19,100","1,160,000","25,000 ","19,700 ","1,150,000","26,000 ","20,400 ","1,120,000","26,600 ","20,800 ","1,150,000","27,600 ","21,500 ","1,140,000","27,600 ","22,100 ","1,120,000","28,500 ","22,600 "
E12000002,North West,"3,080,000","17,500","13,500","3,220,000","18,000","13,900","3,190,000","18,800","14,600","3,210,000","19,300","14,900","3,160,000","19,500","14,900","3,310,000","20,500","15,500","3,360,000","21,700","16,100","3,450,000","22,300","16,600","3,490,000","23,300","17,400","3,300","24,900","18,500","3,340,000","24,200","18,400","3,260,000","25,400","19,200","3,260,000","26,000 ","19,700 ","3,220,000","27,300 ","20,600 ","3,230,000","28,000 ","21,100 ","3,260,000","29,300 ","21,900 ","3,280,000","29,400 ","22,300 ","3,260,000","30,300 ","23,100 "
E12000003,Yorkshire and The Humber,"2,210,000","17,300","13,400","2,390,000","17,400","13,600","2,340,000","18,700","14,600","2,360,000","18,900","14,600","2,340,000","19,400","15,100","2,430,000","20,300","15,500","2,500,000","21,400","16,200","2,590,000","22,100","16,600","2,580,000","23,100","17,400","2,410","24,600","18,200","2,470,000","23,800","18,200","2,390,000","24,900","19,000","2,380,000","25,600 ","19,600 ","2,360,000","26,700 ","20,400 ","2,390,000","27,400 ","21,000 ","2,410,000","28,400 ","21,500 ","2,430,000","28,400 ","21,900 ","2,410,000","29,400 ","22,600 "
E12000004,East Midlands,"1,940,000","18,000","13,900","2,080,000","18,200","13,900","2,070,000","19,200","14,500","2,090,000","19,800","15,200","2,090,000","20,100","15,400","2,190,000","20,800","15,900","2,240,000","22,100","16,600","2,300,000","22,900","17,000","2,340,000","23,900","17,900","2,200","25,100","18,500","2,220,000","24,400","18,800","2,170,000","25,600","19,300","2,170,000","26,400 ","19,900 ","2,140,000","27,600 ","20,800 ","2,160,000","28,200 ","21,200 ","2,210,000","29,600 ","22,100 ","2,210,000","29,300 ","22,200 ","2,220,000","30,500 ","23,300 "
E12000005,West Midlands,"2,380,000","17,900","13,800","2,530,000","18,300","14,300","2,500,000","19,100","14,800","2,500,000","19,500","15,300","2,490,000","19,800","15,400","2,640,000","20,500","15,900","2,640,000","21,700","16,400","2,710,000","22,600","17,000","2,750,000","23,400","17,600","2,530","24,800","18,600","2,610,000","24,000","18,400","2,560,000","25,400","19,400","2,530,000","26,000 ","19,900 ","2,500,000","27,200 ","20,500 ","2,550,000","27,700 ","20,900 ","2,570,000","29,200 ","21,900 ","2,580,000","29,600 ","22,400 ","2,560,000","30,300 ","23,200 "
E12000006,East of England,"2,530,000","21,300","15,500","2,750,000","22,000","15,800","2,720,000","23,100","16,500","2,780,000","23,300","16,900","2,740,000","23,500","16,900","2,840,000","24,400","17,400","2,980,000","25,800","18,000","3,010,000","27,000","18,700","3,070,000","28,200","19,400","2,940","29,700","20,400","2,980,000","28,900","20,500","2,970,000","30,100","21,100","2,950,000","30,900 ","21,900 ","2,970,000","32,700 ","22,900 ","2,980,000","33,200 ","23,200 ","3,040,000","35,000 ","24,100 ","3,030,000","34,900 ","24,700 ","3,070,000","36,100 ","25,500 "
E12000007,London,"3,290,000","25,100","16,600","3,610,000","27,100","17,600","3,390,000","28,800","18,500","3,420,000","28,500","18,800","3,330,000","29,100","19,100","3,740,000","29,900","19,000","3,790,000","32,800","20,300","3,890,000","34,700","20,800","4,030,000","37,400","21,800","3,840","39,800","23,400","3,930,000","37,700","23,300","3,950,000","39,100","23,800","3,930,000","39,900 ","24,600 ","3,950,000","43,300 ","25,600 ","4,010,000","44,000 ","26,400 ","4,130,000","46,700 ","27,200 ","4,210,000","46,900 ","27,900 ","4,180,000","49,000 ","28,800 "
E12000008,South East,"3,990,000","22,700","15,700","4,340,000","23,800","16,500","4,240,000","25,000","17,200","4,140,000","25,100","17,400","3,990,000","25,600","17,800","4,330,000","26,400","18,300","4,500,000","28,100","19,000","4,580,000","29,500","19,600","4,660,000","30,900","20,400","4,430","32,600","21,600","4,570,000","31,200","21,300","4,490,000","32,900","22,300","4,500,000","33,700 ","23,100 ","4,480,000","35,700 ","23,900 ","4,520,000","36,200 ","24,400 ","4,610,000","37,900 ","25,200 ","4,640,000","38,000 ","25,800 ","4,630,000","39,200 ","26,700 "
E12000009,South West,"2,410,000","18,200","13,800","2,590,000","18,500","14,300","2,550,000","19,500","14,900","2,570,000","19,800","15,200","2,500,000","20,300","15,600","2,620,000","20,900","15,900","2,710,000","22,200","16,500","2,760,000","23,200","17,200","2,860,000","24,300","18,000","2,690","25,700","19,000","2,760,000","24,900","18,800","2,700,000","26,100","19,600","2,670,000","27,000 ","20,300 ","2,670,000","28,400 ","21,200 ","2,720,000","28,800 ","21,600 ","2,720,000","30,400 ","22,400 ","2,720,000","30,200 ","22,700 ","2,740,000","31,300 ","23,700 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,"22,900,000","20,000","14,500","24,700,000","20,800","15,000","24,200,000","21,800","15,700","24,300,000","22,100","16,000","23,800,000","22,400","16,200","25,400,000","23,300","16,600","26,000,000","24,900","17,400","26,600,000","26,000","17,900","27,100,000","27,400","18,700","25,500","29,100","19,800","26,100,000","28,000","19,700","25,700,000","29,400","20,500","25,500,000","30,100","21,200","25,400,000","31,900","22,100","25,700,000","32,500","22,600","26,100,000","34,200","23,400","26,300,000","34,300","23,900","26,200,000","35,500","24,700"
W92000004,Wales,"1,200,000","16,800","13,400","1,330,000","16,500","13,100","1,330,000","17,700","14,400","1,360,000","17,900","14,400","1,340,000","18,300","14,600","1,410,000","19,100","15,000","1,450,000","20,000","15,500","1,480,000","20,700","16,100","1,510,000","21,700","16,900","1,400","23,000","18,000","1,440,000","22,500","17,900","1,410,000","23,700","18,800","1,390,000","24,300","19,400","1,350,000","25,600","20,300","1,340,000","26,300","21,000","1,350,000","27,100","21,400","1,380,000","27,100","21,700","1,350,000","28,200","22,500"
S92000003,Scotland,"2,270,000","18,000","13,900","2,490,000","18,200","14,200","2,450,000","19,500","15,200","2,490,000","19,500","15,100","2,470,000","20,000","15,500","2,570,000","20,900","16,000","2,650,000","22,200","16,700","2,700,000","23,500","17,500","2,780,000","24,600","18,200","2,630","26,000","19,400","2,720,000","25,200","19,200","2,640,000","27,000","20,300","2,590,000","27,800","21,100","2,590,000","29,100","21,800","2,600,000","29,700","22,100","2,600,000","30,700","23,000","2,600,000","30,700","23,400","2,550,000","31,500","24,100"
N92000002,Northern Ireland,"638,000","16,500","13,000","666,000","17,300","13,400","552,000","18,700","14,100","629,000","18,400","14,200","701,000","18,900","14,700","746,000","19,600","15,400","773,000","20,900","15,900","785,000","22,000","16,600","801,000","23,000","17,300",747,"23,500","17,800","762,000","23,100","18,000","746,000","24,200","19,100","732,000","24,900","19,600","730,000","25,600","20,100","738,000","26,200","20,900","725,000","27,400","21,600","741,000","27,200","21,400","760,000","28,900","23,200"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,"27,200,000","19,600","14,400","29,300,000","20,300","14,800","28,600,000","21,400","15,500","28,900,000","21,600","15,800","28,500,000","21,900","16,000","30,300,000","22,800","16,400","31,100,000","24,300","17,100","31,800,000","25,500","17,700","32,500,000","26,800","18,500","30,600","28,400","19,600","31,300,000","27,400","19,500","30,800,000","28,800","20,300","30,600,000","29,600","21,000","30,400,000","31,300","21,900","30,700,000","31,800","22,400","31,000,000","33,400","23,200","31,200,000","33,500","23,600","31,200,000","34,800","24,400"
